cricsheet_match_id,source_url,source_title,legacy_sequence,coding_standard,reaudit_status,original_pitch_primary_category,original_batting_ease,original_pace_seam_support,original_spin_support,original_bounce_profile,original_two_paced_expected,original_dew_expected,reaudited_pitch_primary_category,reaudited_batting_ease,reaudited_pace_seam_support,reaudited_spin_support,reaudited_bounce_profile,reaudited_two_paced_expected,reaudited_dew_expected,reviewed_at_utc,reviewer_id,effect_evidence_note,review_note
1144501,https://www.icc-cricket.com/tournaments/cricketworldcup/news/england-look-to-continue-dominance-against-spirited-west-indies,England look to continue dominance against spirited West Indies,149,legacy_pre_explicit_source_only,passed_revised,pace_seam,0,2,0,standard,,,pace_seam,,2,,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,ICC conditions note says a cloudy start will assist fast bowlers early and influence the toss; no other focal effect is stated.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144499,https://www.icc-cricket.com/tournaments/cricketworldcup/news/australia-seek-revival-against-uplifted-pakistan,Australia seek revival against uplifted Pakistan,150,legacy_pre_explicit_source_only,passed_revised,pace_seam,1,2,0,standard,,,pace_seam,,2,,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,ICC conditions note explicitly expects the Taunton pitch to assist fast bowlers early in the day.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144496,https://www.icc-cricket.com/tournaments/cricketworldcup/news/upbeat-india-gear-up-for-australian-challenge,Upbeat India gear up for Australian challenge,151,legacy_pre_explicit_source_only,passed_revised,spin,0,1,2,standard,1,,spin,0,,2,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,ICC says batting second has been difficult and that dryness plus large square boundaries may bring spinners into play.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144494,https://www.icc-cricket.com/tournaments/cricketworldcup/news/england-eye-comeback-against-spirited-bangladesh,England eye comeback against spirited Bangladesh,152,legacy_pre_explicit_source_only,passed_revised,pace_seam,0,2,0,standard,,,unknown,,,,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,"ICC forecasts overcast and wind and says teams may exploit conditions, but does not identify a pitch or bowling-modality effect.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144491,https://www.icc-cricket.com/tournaments/cricketworldcup/news/bangladesh-new-zealand-hunt-for-early-advantage,"Bangladesh, New Zealand hunt for early advantage",153,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,2,,standard,0,,batting_friendly,2,1,,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,ICC says the Oval surface favors batsmen while forecast cloud cover should give seam bowlers assistance.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144490,https://www.icc-cricket.com/tournaments/cricketworldcup/news/rattled-south-africa-face-uphill-challenge,Rattled South Africa face uphill challenge,154,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,,standard,0,,batting_friendly,2,,,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,ICC explicitly expects extremely batting-friendly underfoot conditions at Southampton.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144488,https://www.thenews.com.pk/latest/479705-pakistan-vs-england-preview-world-cup-2019-match-6-weather-report-pitch-report-match-details,"Pakistan vs England preview, World Cup 2019 Match 6, Weather Report, Pitch Report, Match Details",155,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,,standard,0,,batting_friendly,2,1,,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,Source says the reused Trent Bridge pitch is run-laden with a high score possible and that forecast cloud may produce early swing.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144487,https://www.icc-cricket.com/tournaments/cricketworldcup/news/south-africa-eye-first-win-against-resolute-bangladesh,South Africa eye first win against resolute Bangladesh,156,legacy_pre_explicit_source_only,passed_revised,pace_seam,0,2,0,standard,0,,pace_seam,,2,,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,"ICC explicitly says overcast and windy conditions might assist seamers early; no batting, spin, bounce, or dew effect is stated.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144484,https://www.cricbuzz.com/cricket-news/108234/clash-of-contrasting-approaches-as-trent-bridge-runfest-looms-west-indies-vs-pakistan-world-cup-2019-match-2-match-preview,Clash of contrasting approaches as Trent Bridge runfest looms,157,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,,standard,0,,batting_friendly,2,,,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,Cricbuzz explicitly expects an excellent batting pitch with plenty of runs on offer.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
656493,https://www.hindustantimes.com/worldcup2015/ind-vs-aus-sf-spin-friendly-sydney-has-aussie-pacers-wishing-for-green-top/story-6Cu7f2NGv2X1Pdh46OwYhN.html,Ind vs Aus SF: Spin-friendly Sydney has Aussie pacers wishing for green top,158,legacy_pre_explicit_source_only,passed_revised,spin,1,1,2,standard,0,,spin,,,2,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,Source headline calls the SCG spin-friendly and reports a pre-match prediction that spin could decide the semifinal.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
656487,https://www.cricket.com.au/news/3268344/green-adelaide-pitch-set-to-favour-quicks,Green Adelaide pitch set to favour quicks,159,legacy_pre_explicit_source_only,passed_revised,pace_seam,0,2,0,standard,0,,pace_seam,,2,0,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,"Source shows a green-tinged focal strip, quotes the captain expecting fast bowling to be vital, and says spinners were likely to be omitted.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
656481,https://www.icc-cricket.com/news/pakistan-v-ireland-preview-match-42-adelaide,"Pakistan v Ireland Preview, Match 42, Adelaide",160,legacy_pre_explicit_source_only,passed_revised,balanced,1,2,1,standard,0,,unknown,,,,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,"ICC says Adelaide will almost certainly be a bat-first surface, but reverse swing remains uncertain and no batting-ease or bowling-support effect is stated.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
656471,https://www.icc-cricket.com/news/bangladesh-v-new-zealand-match-37-hamilton,"Bangladesh v New Zealand, Match 37, Hamilton",161,legacy_pre_explicit_source_only,passed_revised,spin,1,1,2,standard,0,,spin,,,2,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,Bangladesh’s coach says he is sure the focal Hamilton pitch will help spinners.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
656465,https://www.rediff.com/cricket/report/icc-world-cup-following-icc-diktat-curator-prepares-batting-strip-for-india-ireland-tie/20150308.htm,"Following ICC diktat, curator prepares batting strip for India-Ireland match",162,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,0,0,standard,0,,batting_friendly,2,0,0,standard,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,"Curator says the focal wicket was prepared as a good batting track with negligible seam movement, less turn, and hard, even bounce and carry.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
656463,https://www.icc-cricket.com/news/bangladesh-v-england-preview-match-33-adelaide,"Bangladesh v England Preview, Match 33, Adelaide",163,legacy_pre_explicit_source_only,passed_revised,balanced,1,1,1,,0,,unknown,,,,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,"ICC only states conditional possibilities if Adelaide offers purchase, dodgy pace, or uneven bounce; it does not forecast any of them.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
656461,https://www.sbs.com.au/news/article/aussies-lankans-ponder-scg-pitch/b253g7ive,"Aussies, Lankans ponder SCG pitch",164,legacy_pre_explicit_source_only,passed_revised,spin,2,1,2,standard,0,,spin,,,1,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,"Sri Lanka’s captain says spin might play a big part, while other focal-pitch comments are explicitly uncertain or conditional.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
656453,https://indianexpress.com/article/sports/cricket-world-cup/2310180/west-indies-have-pitch-pacers-to-their-advantage/,"India vs West Indies: West Indies have pitch, pacers to their advantage",165,legacy_pre_explicit_source_only,passed_revised,pace_seam,0,2,0,steep,0,,pace_seam,,2,,steep,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,Source identifies the WACA as one of the quickest wickets and explicitly says its bounce and carry favor West Indies pacers.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
656399,https://www.icc-cricket.com/news/new-zealand-v-sri-lanka-preview-match-1-at-hagley-oval,"New Zealand v Sri Lanka Preview, Match 1 at Hagley Oval",166,legacy_pre_explicit_source_only,passed_revised,balanced,2,2,0,standard,0,,batting_friendly,2,,,standard,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,"ICC expects firm, true conditions, says the ball carries beautifully, and describes excellent batting value when weather holds.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
656401,https://www.icc-cricket.com/news/australia-v-england-preview-match-2-at-mcg,"Australia v England Preview, Match 2 at MCG",167,legacy_pre_explicit_source_only,passed_revised,balanced,1,1,0,,0,,unknown,,,,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,ICC explicitly says no one is sure how the focal MCG drop-in pitch will behave and that it can offer a bit of everything.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
656405,https://dunyanews.tv/en/Cricket/261562-Pitch-Report-from-Adelaide-Bat-if-you-win-the-tos,"Pitch Report from Adelaide: Bat if you win the toss, tells Wasim Akram",168,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,0,standard,0,,batting_friendly,2,1,0,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,"Pre-match pitch reading calls Adelaide a batting paradise with serious pace, slight movement only early or under lights, and no expected turn.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
656407,https://www.icc-cricket.com/news/west-indies-v-ireland-preview-match-5-at-nelson,"West Indies v Ireland, Preview, Match 5 at Nelson",169,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,0,standard,0,,batting_friendly,2,,,standard,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,"ICC says the Saxton Oval pitch is expected to be true and batsman-friendly, with conditions completing a run-fest recipe.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
656409,https://www.cricbuzz.com/cricket-news/70110/icc-cricket-world-cup-2015-new-zealand-v-scotland-preview-new-zealand-on-guard-against-upbeat-scotland-cricbuzzcom,New Zealand on guard against upbeat Scotland,170,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,0,standard,0,,batting_friendly,2,,,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,Both captains describe University Oval as a good batting surface and explicitly expect many runs.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
656413,https://www.icc-cricket.com/news/zimbabwe-v-uae-preview-match-8-nelson,"Zimbabwe v UAE Preview, Match 8, Nelson",171,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,0,standard,0,,batting_friendly,2,1,,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,ICC says Saxton Oval gives fast bowlers early assistance before becoming perfect for batting and run-scoring.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
656415,https://www.icc-cricket.com/news/new-zealand-v-england-preview-match-9-wellington,"New Zealand v England Preview, Match 9, Wellington",172,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,0,standard,0,,batting_friendly,2,,,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,"ICC says the Wellington wicket has runs in it; pace and bounce comments describe England’s bowlers, not the pitch.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
656423,https://www.icc-cricket.com/news/south-africa-v-india-preview-match-13-melbourne,"South Africa v India Preview, Match 13, Melbourne",173,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,1,1,1,low,1,,unknown,,,,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,ICC cites a different MCG pitch from the prior November as unusually slow and explicitly leaves the focal behavior unresolved.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1022347,https://www.icc-cricket.com/news/preview-thrill-seeking-england-faces-resurgent-bangladesh,Preview: Thrill-seeking England faces resurgent Bangladesh,174,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,2,0,standard,0,,batting_friendly,2,1,,standard,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,"ICC calls the Oval fast and true, near a batsman’s paradise, with paceman assistance and a run-filled match expected.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1022361,https://www.icc-cricket.com/news/sri-lanka-gets-mathews-boost-in-must-win-game,Sri Lanka gets Mathews boost in must-win game,175,legacy_pre_explicit_source_only,passed_revised,balanced,2,2,0,standard,0,,batting_friendly,2,,,,,,2026-09-13T15:50:39Z,ai_assisted_reaudit_01,ICC says Oval pitches are generally batting-friendly; it gives bowlers a generic chance without attributing a codable modality.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1022363,https://www.icc-cricket.com/news/new-zealand-bangladesh-eye-elusive-win,"New Zealand, Bangladesh eye elusive win",176,legacy_pre_explicit_source_only,passed_revised,balanced,1,1,0,standard,0,,balanced,1,,,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,ICC expects the fresh Cardiff pitch to offer little to bowlers without being a complete batting belter; conditional cloud/nip is not coded.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1022373,https://www.icc-cricket.com/news/confident-india-runs-into-charged-up-bangladesh,Confident India runs into charged-up Bangladesh,177,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,0,standard,0,,batting_friendly,2,,,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,ICC explicitly expects the playing surface to be batsman-friendly while not allowing bowlers to run through sides.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1022375,https://www.icc-cricket.com/news/rejuvenated-pakistan-must-hold-nerve-for-big-india-rematch,Rejuvenated Pakistan must hold nerve for big India rematch,178,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,0,standard,0,,batting_friendly,2,,,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,"ICC says the fresh, unused Oval pitch will provide batsmen-friendly conditions.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1119497,https://www.icc-cricket.com/news/australia-looks-to-bounce-back-in-smiths-100th-odi,Australia looks to bounce back in Smith’s 100th ODI,179,legacy_pre_explicit_source_only,passed_revised,balanced,1,1,1,standard,0,,balanced,1,,1,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,"Curators say Eden Gardens was prepared to be fair to batters and bowlers, while overcast conditions could help slower bowlers.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1119498,https://indianexpress.com/article/sports/cricket/india-vs-australia-3rd-odi-kuldeep-yadav-yuzvendra-chahal-batsmen-to-benefit-most-in-indore-says-pitch-curator-4856359/,"India vs Australia, 3rd ODI: Kuldeep Yadav, Yuzvendra Chahal, batsmen to benefit most in Indore, says pitch curator",180,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,2,standard,0,,batting_friendly,2,,1,steep,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,Curator calls the focal Indore pitch a likely high-scoring belter and says it will suit wrist spin with extra bounce.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1168245,https://indianexpress.com/article/sports/cricket/india-vs-australia-4th-odi-preview-mohali-pitch-report-5618214/,India vs Australia 4th ODI Preview: India aim to bounce back after reality check in Ranchi,181,legacy_pre_explicit_source_only,passed_revised,balanced,2,2,0,standard,0,,pace_seam,,2,,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,Source says Mohali is known to favor pacers and forecasts an even contest if that behavior holds; focal batting ease is not stated.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1187028,https://www.hindustantimes.com/cricket/rajkot-weather-today-rajkot-pitch-report-importance-of-toss/story-lk0J5xZXSupS2TzlTOnlPO.html,"India vs Australia: Rajkot weather today, pitch report, importance of toss",182,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,0,,batting_friendly,2,,,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,Source says Rajkot has always been a batting paradise and bowlers must minimize damage; no bowling support is stated.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1187029,https://www.hindustantimes.com/cricket/india-vs-australia-3rd-odi-bengaluru-weather-and-pitch-report-high-scoring-match-on-the-cards/story-2XMAkpyOnPDlZEJWXQvT2N.html,India vs Australia 3rd ODI: Bengaluru weather and pitch report - High-scoring match on the cards,183,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,0,,batting_friendly,2,,,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,Source explicitly forecasts the Bengaluru pitch as a belter and the match as high-scoring.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1348657,https://indianexpress.com/article/sports/cricket/ind-vs-aus-rains-might-force-vizag-odi-into-a-t20-game-8505380/,IND vs AUS: Rains might force Vizag ODI into a T20 game,184,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,0,standard,0,,batting_friendly,2,,,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,Source says ground staff laid a batting beauty at Vizag; rain risk is stated without a specific pitch-effect forecast.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1348658,https://timesofindia.indiatimes.com/sports/cricket/australia-in-india/ind-vs-aus-3rd-odi-mitchell-starc-threat-looms-large-as-india-face-australia-in-odi-series-finale/articleshow/98846670.cms,IND vs AUS 3rd ODI: Mitchell Starc threat looms large as India face Australia in ODI series finale,185,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,0,1,2,low,1,,slow_two_paced,0,1,,,1,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,Source forecasts a traditional slow Chepauk track and separately says humidity and sea breeze may help Starc generate pace and swing.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1157758,https://timesofindia.indiatimes.com/sports/cricket/west-indies-in-india/india-vs-west-indies-pitch-for-fifth-odi-an-unknown-quantity/articleshow/66439221.cms,India vs West Indies: Pitch for fifth ODI an unknown quantity,186,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,0,,batting_friendly,2,,,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,"Organizer explicitly says the focal Thiruvananthapuram wicket will assist batters, permit free stroke-play, and could produce 300-plus.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1187022,https://indianexpress.com/article/sports/cricket/india-vs-west-indies-rolling-out-the-odi-red-carpet-6170744/,India vs West Indies: Rolling out the ODI red carpet at Vizag,187,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,0,,batting_friendly,2,,,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,Pre-match source explicitly says the Vizag pitch promises a run-fest; firmness alone is not converted into bounce or pace support.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1122279,https://www.cricbuzz.com/cricket-news/100087/india-seek-odi-redemption-as-world-cup-talk-sets-in-vs-south-africa-cricket-team-in-1st-odi-durban-cricbuzzcom,India seek ODI redemption as World Cup talk sets in,188,legacy_pre_explicit_source_only,passed_revised,balanced,1,1,0,standard,0,,unknown,,,,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,Cricbuzz says the brown-grass Kingsmead pitch should resemble a modern ODI wicket but states no specific expected batting or bowling effect.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1122281,https://www.icc-cricket.com/news/south-africa-vs-india-preview-3rd-odi,"South Africa vs India preview, 3rd ODI",189,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,0,standard,0,,batting_friendly,2,,,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,ICC explicitly expects Newlands to be more batsman-friendly for the ODI than it was for the preceding Test.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1122283,https://www.indiatoday.in/sports/cricket/story/india-vs-south-africa-5th-odi-weather-forecast-pitch-report-st-george-s-park-port-elizabeth-1168520-2018-02-13,"India vs South Africa, 5th ODI: Weather forecast, pitch report St George's Park, Port Elizabeth",190,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,0,1,2,low,1,,spin,,,2,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,Source calls St George’s Park slow and explicitly expects the focal surface to help India’s wrist spinners; batting impact is not stated.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1122284,https://www.indiatoday.in/amp/sports/cricket/story/india-vs-south-africa-6th-odi-weather-forecast-pitch-report-supersport-park-centurion-1170756-2018-02-16,"India vs South Africa, 6th ODI: Weather forecast, pitch report at SuperSport Park, Centurion",191,legacy_pre_explicit_source_only,passed_revised,spin,0,0,2,low,1,,slow_two_paced,,,2,,1,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,"Source describes the focal Centurion surface as slow and subcontinental, citing strong spinner impact; no separate batting-ease effect is stated.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1277082,https://www.icc-cricket.com/news/india-eyeing-a-fresh-start-south-africa-looking-to-ride-on-momentum,India eyeing a fresh start; South Africa looking to ride on momentum,192,legacy_pre_explicit_source_only,passed_revised,spin,0,0,2,low,1,,spin,,,2,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,India’s captain says the Boland Park pitch looks likely to offer substantially more help to spinners.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1277084,https://www.icc-cricket.com/news/south-africa-look-to-seal-series-whitewash-as-action-shifts-to-cape-town,South Africa look to seal series whitewash as action shifts to Cape Town,193,legacy_pre_explicit_source_only,passed_revised,pace_seam,0,2,0,steep,0,,unknown,,,,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,ICC only calls Cape Town spicier than Paarl without naming a batting or bowling-modality effect; pace support is not inferred from the adjective.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
749787,https://www.odt.co.nz/sport/cricket/cricket-williamson-may-return-today,Cricket: Williamson may return today,194,legacy_pre_explicit_source_only,passed_revised,balanced,1,1,0,standard,0,,pace_seam,,2,,steep,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,Pre-match report says the focal Saxton Oval pitch has more pace and bounce than the prior year.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
914211,https://www.icc-cricket.com/news/new-zealand-eyes-winning-finish-to-brilliant-year,New Zealand eyes winning finish to brilliant year,195,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,0,0,1,low,1,,slow_two_paced,,,,,1,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,ICC explicitly expects Saxton Oval to be slower than Christchurch; no batting or bowling-modality effect is stated.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1119537,https://cricketaddictor.com/cricket/england-australia-odi-series-2018-preview/,"ENG vs AUS 2018, 1st ODI: Arch-Rivals Eye Dominant Run after Recent Setbacks",196,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,0,1,standard,0,,batting_friendly,2,0,1,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,"Source says the Oval is generally good for batting, dry weather may give spin purchase, and the white ball is not expected to swing.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1119538,https://www.cricbuzz.com/cricket-news/102585/england-out-to-erase-cardiff-memories-from-2017-champions-trophy-campaign-vs-australia-2nd-odi-preview-cricbuzzcom,England out to erase Cardiff memories from 2017 Champions Trophy campaign,197,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,0,0,2,low,1,,slow_two_paced,0,,1,,1,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,"Cricbuzz expects a slow Cardiff pitch, tough batting, and assistance for slower bowlers.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1119539,https://www.icc-cricket.com/news/australia-look-to-raise-game-to-avoid-another-series-defeat,Australia look to raise game to avoid another series defeat,198,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,0,0,standard,0,,batting_friendly,2,,,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,ICC explicitly expects Trent Bridge to be a batting paradise and another high-scoring match.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1119540,https://www.icc-cricket.com/news/series-conceded-australia-look-to-salvage-pride,"Series conceded, Australia look to salvage pride",199,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,0,0,standard,0,,batting_friendly,2,,,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,ICC says history indicates Chester-le-Street will again be a belter.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1198239,https://www.latestly.com/sports/cricket/england-vs-australia-manchester-pitch-report-rain-forecast-heres-how-weather-will-behave-for-eng-vs-aus-2nd-odi-2020-at-old-trafford-cricket-ground-2024820.html,"England vs Australia Manchester, Pitch Report & Rain Forecast: Here’s How Weather Will Behave for ENG vs AUS 2nd ODI 2020 at Old Trafford Cricket Ground",200,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,0,0,standard,0,,batting_friendly,2,,,,,,2026-09-13T15:54:07Z,ai_assisted_reaudit_01,Source says Old Trafford traditionally favors batters; middle-over unpredictability is not converted into an unsupported field.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1377779,https://www.business-standard.com/cricket/news/cwc-qualifier-final-preview-confident-and-upbeat-dutch-face-unbeaten-lanka-123070900011_1.html,CWC Qualifier Final preview: Confident and upbeat Dutch face unbeaten Lanka,201,legacy_pre_explicit_source_only,passed_unchanged,batting_friendly,2,,,,,,batting_friendly,2,,,,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,Source says Harare heavily favors batters and explicitly forecasts a high-scoring final after time for pitch recovery.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1377776,https://www.business-standard.com/cricket/news/cwc-qualifier-preview-scots-face-the-dutch-challenge-for-a-world-cup-berth-123070500786_1.html,CWC Qualifier preview: Scots face the Dutch challenge for a World Cup berth,202,legacy_pre_explicit_source_only,passed_unchanged,unknown,0,,,,,,unknown,0,,,,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,Source expects the Bulawayo trend of difficult batting to continue but does not state a bowling-modality effect.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1377773,https://www.business-standard.com/cricket/news/cwc-qualifier-preview-zimbabwe-face-scotland-world-cup-berth-up-for-grabs-123070301083_1.html,"CWC Qualifier preview: Zimbabwe face Scotland, World Cup berth up for grabs",203,legacy_pre_explicit_source_only,passed_unchanged,unknown,0,,,,,,unknown,0,,,,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,Source expects the Bulawayo trend of difficult batting to continue but does not state a bowling-modality effect.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1377770,https://www.newsbytesapp.com/news/sports/cwc-qualifiers-super-sixes-sl-vs-zim-preview/story,"CWC Qualifiers Super-Sixes: Zimbabwe, SL aim to extend winning run",204,legacy_pre_explicit_source_only,source_unavailable,batting_friendly,2,,1,,,,,,,,,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,"NewsBytes source returned HTTP 403 on re-audit, so no source text was available for compliant coding.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
